SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
GTLINFRA,EQ,GTL INFRA.LTD,1.32,1.38,1.32,1.35,48909167,66092544.87,20260525,1.3500000000000003,1.35,1.3500000000000003,1.3500000000000003,1.35,4.440892098500626e-16,3.2895497025930565e-14,Narrow,Bullish,Inside CPR,Cash Only,Real Estate & Infra,False,False,0.3333333333333333,3,47714777.89,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PRAVEG,EQ,PRAVEG LTD.,259.0,266.0,255.55,263.65,18517,4811159.45,20260525,261.7333333333333,260.775,262.6916666666666,262.6916666666666,260.775,1.9166666666666288,0.7269738921549892,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,4811159.45,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FLAIR,EQ,FLAIR WRITING INDUST LTD,297.95,301.45,290.1,299.05,197602,58401252.2,20260525,296.8666666666666,295.775,297.95833333333326,297.95833333333326,295.775,2.1833333333332803,0.7300897285849458,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,100064097.9,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ORCHPHARMA,EQ,ORCHID PHARMA LIMITED,712.05,722.9,692.05,715.35,81450,57699726.35,20260525,710.0999999999999,707.4749999999999,712.7249999999999,712.7249999999999,707.4749999999999,5.25,0.7339064793457748,Moderate,Bullish,Above CPR,Cash Only,Healthcare & Pharma,False,False,1.0,3,46278635.45,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
REPCOHOME,EQ,REPCO HOME FINANCE LTD,389.05,397.0,386.65,396.2,140051,54957068.35,20260525,393.2833333333333,391.825,394.7416666666666,394.7416666666666,391.825,2.9166666666666288,0.7361601884569987,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,54957068.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GREENPANEL,EQ,GREENPANEL INDUSTRIES LTD,196.0,201.34,191.55,198.64,259603,51180557.52,20260525,197.17666666666665,196.445,197.9083333333333,197.9083333333333,196.445,1.4633333333333098,0.736676063901183,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,150520685.12,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TARAPUR,EQ,TARAPUR TRANSFORMERS LTD,21.93,22.29,21.5,22.14,24551,540257.58,20260525,21.97666666666667,21.895,22.05833333333334,22.05833333333334,21.895,0.1633333333333411,0.7377295995182525,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,540257.58,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
YATRA,EQ,YATRA ONLINE LIMITED,97.0,103.69,97.0,101.47,2563656,255502195.79,20260525,100.71999999999998,100.345,101.09499999999996,101.09499999999996,100.345,0.7499999999999716,0.739134719621535,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,255502195.79,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NAGREEKEXP,EQ,NAGREEKA EXPORTS LTD.,26.93,27.3,26.0,26.95,7141,191473.94,20260525,26.75,26.65,26.85,26.85,26.65,0.2000000000000028,0.7421150278293241,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,138345.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ECOSMOBLTY,EQ,ECOS (INDIA) MOB & HOSP L,133.0,138.0,133.0,137.03,214281,29131604.53,20260525,136.01,135.5,136.51999999999998,136.51999999999998,135.5,1.0199999999999818,0.744362548347064,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,14267302.97,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ATALREAL,EQ,ATAL REALTECH LIMITED,29.71,30.1,29.21,29.99,6392905,190565141.01,20260525,29.766666666666666,29.655,29.87833333333333,29.87833333333333,29.655,0.2233333333333291,0.7446926753362093,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,159195486.69,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SIKA,EQ,SIKA INTERPLANT SYSTEMS L,915.2,945.0,904.1,935.0,21784,20252368.4,20260525,928.0333333333332,924.55,931.5166666666668,931.5166666666668,924.55,6.966666666666697,0.7450980392156895,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,15511563.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IOLCP,EQ,IOL CHEM AND PHARMA LTD,119.21,126.0,119.21,124.0,6401875,789756293.94,20260525,123.07,122.605,123.535,123.535,122.605,0.9300000000000068,0.7500000000000056,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,789756293.94,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GFLLIMITED,EQ,GFL LIMITED,46.0,48.48,46.0,47.78,56064,2669364.25,20260525,47.42,47.24,47.6,47.6,47.24,0.3599999999999994,0.7534533277521963,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,2211639.39,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
APOLLOTYRE,EQ,APOLLO TYRES LTD,376.0,392.9,375.0,388.35,3668821,1415244144.55,20260525,385.4166666666667,383.95,386.8833333333334,386.8833333333334,383.95,2.933333333333394,0.7553323891678625,Wide,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,1.0,3,502887703.15,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
COASTCORP,EQ,COASTAL CORPORATION LTD,58.93,59.05,57.0,58.69,88758,5175956.57,20260525,58.24666666666667,58.025,58.46833333333334,58.46833333333334,58.025,0.4433333333333422,0.7553813824047406,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,5175956.57,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
IIFL,EQ,IIFL FINANCE LIMITED,468.0,488.05,464.8,481.9,3797994,1828212171.2,20260525,478.25,476.425,480.075,480.075,476.425,3.649999999999977,0.7574185515667105,Wide,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,3,756479570.35,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
VIDYAWIRES,EQ,VIDYA WIRES LIMITED,89.95,95.5,89.41,93.52,6781653,634194246.4,20260525,92.81,92.455,93.165,93.165,92.455,0.710000000000008,0.7591958939264414,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,326701848.44,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
DREDGECORP,EQ,DREDGING CORP OF INDIA,1066.9,1102.45,1019.0,1072.95,589930,628111455.55,20260525,1064.8,1060.725,1068.875,1068.875,1060.725,8.150000000000091,0.7595880516333557,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,628111455.55,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
TRF,EQ,TRF LIMITED,234.85,245.9,234.85,243.15,17434,4199957.2,20260525,241.3,240.375,242.225,242.225,240.375,1.849999999999966,0.7608472136541089,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,1373276.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
CINEVISTA,EQ,CINEVISTA LIMITED,15.75,16.25,15.72,16.17,2653,41950.82,20260525,16.046666666666667,15.985,16.108333333333334,16.108333333333334,15.985,0.1233333333333348,0.7627293341579149,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,54216.37,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
USK,EQ,UDAYSHIVAKUMAR INFRA LTD,21.1,22.1,21.1,21.85,10350,225757.95,20260525,21.683333333333337,21.6,21.766666666666676,21.766666666666676,21.6,0.1666666666666714,0.7627765064836219,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,247316.08,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
COFFEEDAY,EQ,COFFEE DAY ENTERPRISE LTD,24.87,25.5,24.42,25.25,1191958,29845006.47,20260525,25.05666666666667,24.96,25.153333333333336,25.153333333333336,24.96,0.1933333333333351,0.7656765676567728,Wide,Bullish,Above CPR,Cash Only,FMCG & Food Products,False,False,1.0,3,16061087.66,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SURAJEST,EQ,SURAJ ESTATE DEVELOPERS L,217.0,226.78,216.99,224.47,51049,11368282.1,20260525,222.74666666666667,221.885,223.60833333333332,223.60833333333332,221.885,1.7233333333333576,0.7677343668790295,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,9347765.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BBTCL,EQ,B&B TRIPLEWALL CONT LTD,188.1,192.5,188.04,192.5,2292,439554.08,20260525,191.0133333333333,190.27,191.75666666666663,191.75666666666663,190.27,1.4866666666666788,0.7722943722943786,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,439554.08,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
IVP,EQ,IVP LTD,180.0,182.6,172.71,179.74,58040,10328833.19,20260525,178.35,177.655,179.045,179.045,177.655,1.3899999999999864,0.7733392678313042,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,10328833.19,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
DECNGOLD,EQ,DECCAN GOLD MINES LTD.,144.0,150.21,142.85,148.26,1258016,184986679.21,20260525,147.10666666666663,146.53,147.6833333333333,147.6833333333333,146.53,1.1533333333333076,0.7779126759296557,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,184986679.21,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GAIL,EQ,GAIL (INDIA) LTD,162.92,170.7,162.7,168.67,36426464,6143320965.67,20260525,167.35666666666663,166.7,168.01333333333332,168.01333333333332,166.7,1.3133333333333326,0.7786407383253291,Wide,Bullish,Above CPR,Cash Only,Oil Gas & Consumable Fuels,False,False,0.6666666666666666,3,3021101742.89,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MUNJALAU,EQ,MUNJAL AUTO IND. LTD.,91.65,93.79,90.57,93.27,350857,32481480.13,20260525,92.54333333333334,92.18,92.90666666666668,92.90666666666668,92.18,0.7266666666666595,0.7791001036417492,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,21044552.45,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
AARTISURF,EQ,AARTI SURFACTANTS LIMITED,381.2,400.85,381.2,395.65,9191,3623619.45,20260525,392.5666666666666,391.025,394.1083333333332,394.1083333333332,391.025,3.083333333333257,0.7793083112178081,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,3623619.45,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MGEL,EQ,MANGALAM GLOBAL ENT LTD,13.29,13.29,12.82,13.21,163980,2150028.27,20260525,13.106666666666667,13.055,13.158333333333337,13.158333333333337,13.055,0.1033333333333352,0.7822356800403881,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,2150028.27,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BALAMINES,EQ,BALAJI AMINES LIMITED,1874.0,1956.0,1840.6,1920.9,597019,1143462230.1,20260525,1905.8333333333333,1898.3,1913.3666666666663,1913.3666666666663,1898.3,15.066666666666606,0.7843545560240828,Wide,Bullish,Above CPR,Cash Only,Specialty Chemicals,False,False,0.6666666666666666,3,695725683.3,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MARKSANS,EQ,MARKSANS PHARMA LIMITED,214.0,221.35,213.97,220.26,1813420,395500423.77,20260525,218.52666666666664,217.66,219.3933333333333,219.3933333333333,217.66,1.7333333333332916,0.786948757528962,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,289798164.23,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RELIABLE,EQ,RELIABLE DATA SERVICE LTD,131.23,134.01,129.32,133.24,136620,18259192.43,20260525,132.19,131.665,132.715,132.715,131.665,1.0500000000000114,0.7880516361453103,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1793287.14,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
APOLSINHOT,EQ,APOLLO SINDOORI HOTEL LTD,1130.9,1240.9,1130.9,1200.1,1980,2395400.8,20260525,1190.6333333333334,1185.9,1195.3666666666668,1195.3666666666668,1185.9,9.466666666666695,0.7888231536260892,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,969954.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PNB,EQ,PUNJAB NATIONAL BANK,103.6,106.5,103.5,106.26,23250421,2446017712.66,20260525,105.42,105.0,105.84,105.84,105.0,0.8400000000000034,0.7905138339920981,Wide,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,3,2205976203.03,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
