SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
THAKDEV,EQ,THAKKERS DEVELOPERS LTD.,141.35,141.35,141.35,141.35,2,282.7,20260526,141.35,141.35,141.35,141.35,141.35,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,421.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
HINDOILEXP,EQ,HINDUSTAN OIL EXPLORATION,162.5,166.32,161.01,161.89,441082,72264644.51,20260526,163.07333333333332,163.665,162.48166666666663,163.665,162.48166666666663,1.1833333333333371,0.730948998291023,Moderate,Bearish,Below CPR,Cash Only,Energy & Oil/Gas,False,True,0.5,4,91102961.15,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RELCHEMQ,EQ,RELIANCE CHEMOTEX IND LTD,124.9,124.9,118.28,122.94,1688,207253.91,20260526,122.04,121.59,122.49,122.49,121.59,0.9000000000000057,0.7320644216691115,Moderate,Bullish,Above CPR,Cash Only,Chemicals & Fertilizers,False,False,0.75,4,269100.485,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PARADEEP,EQ,PARADEEP PHOSPHATES LTD,128.61,130.99,127.1,127.64,3468425,448384317.93,20260526,128.57666666666668,129.04500000000002,128.10833333333335,129.04500000000002,128.10833333333335,0.9366666666666674,0.7338347435495671,Moderate,Bearish,Below CPR,Cash Only,Chemicals,False,True,1.0,4,504060077.51,Outside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MODTHREAD,EQ,MODERN THREADS INDIA LTD,43.55,45.5,43.55,44.04,1924,86365.18,20260526,44.36333333333334,44.525,44.20166666666668,44.525,44.20166666666668,0.3233333333333235,0.7341810475325238,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,41004.52,Inside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EMMBI,EQ,EMMBI INDUSTRIES LIMITED,85.1,87.0,80.0,84.43,42613,3586043.14,20260526,83.81,83.5,84.12,84.12,83.5,0.6200000000000045,0.7343361364443971,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,1609676.7,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KMSUGAR,EQ,K M SUGAR MILLS LTD,27.41,27.99,27.05,27.22,56746,1560054.01,20260526,27.42,27.52,27.32,27.52,27.32,0.2000000000000028,0.7347538574577621,Moderate,Bearish,Below CPR,Cash Only,FMCG & Food Products,False,True,1.0,4,1566716.14,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AMANTA,EQ,AMANTA HEALTHCARE LIMITED,129.15,134.41,129.15,133.25,134076,17785090.48,20260526,132.27,131.78,132.76000000000002,132.76000000000002,131.78,0.9800000000000182,0.7354596622889442,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,11321106.3,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
MOLDTECH,EQ,MOLD-TEK TECHNOLOGIES LTD,119.5,124.0,119.5,120.42,35902,4350523.13,20260526,121.30666666666669,121.75,120.86333333333334,121.75,120.86333333333334,0.8866666666666561,0.7363117975972895,Moderate,Bearish,Below CPR,Cash Only,Information Technology,False,True,0.75,4,3548057.6550000003,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BASML,EQ,BANNARI AM SPIN MILL LTD.,24.35,25.75,24.35,25.33,203138,5115150.94,20260526,25.14333333333333,25.05,25.236666666666668,25.236666666666668,25.05,0.1866666666666674,0.7369390709303887,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,2225240.125,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GHCL,EQ,GHCL LIMITED,447.75,460.75,446.0,458.45,260216,118954275.35,20260526,455.06666666666666,453.375,456.7583333333333,456.7583333333333,453.375,3.3833333333333258,0.7379939651724999,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,88176925.425,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STEELXIND,EQ,STEEL EXCHANGE INDIA LTD,10.5,11.02,10.42,10.84,9730031,104734591.81,20260526,10.76,10.72,10.8,10.8,10.72,0.0800000000000018,0.7380073800738178,Moderate,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,1.0,4,35350666.24,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GOYALALUM,EQ,GOYAL ALUMINIUMS LIMITED,6.94,6.94,6.75,6.77,63398,431522.72,20260526,6.82,6.845000000000001,6.795,6.845000000000001,6.795,0.0500000000000007,0.7385524372230534,Moderate,Bearish,Below CPR,Cash Only,Metals & Mining,False,True,0.75,4,407361.81,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GTLINFRA,EQ,GTL INFRA.LTD,1.34,1.4,1.33,1.35,56972277,77462716.96,20260526,1.36,1.365,1.3550000000000002,1.365,1.3550000000000002,0.0099999999999997,0.7407407407407249,Moderate,Bearish,Below CPR,Cash Only,Real Estate & Infra,False,True,0.75,4,56903661.38,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ZFCVINDIA,EQ,ZF COM VE CTR SYS IND LTD,14993.0,15349.0,14750.0,14884.0,15133,227644199.0,20260526,14994.333333333334,15049.5,14939.166666666668,15049.5,14939.166666666668,110.33333333333212,0.7412881841798719,Moderate,Bearish,Below CPR,Cash Only,Automobile and Auto Components,False,True,0.75,4,222749653.0,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDOFARM,EQ,INDO FARM EQUIPMENT LTD,132.52,133.7,130.0,130.4,98805,13038903.15,20260526,131.36666666666667,131.85,130.88333333333335,131.85,130.88333333333335,0.96666666666664,0.7413087934560123,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,17249935.189999998,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AVG,EQ,AVG LOGISTICS LIMITED,154.66,158.99,152.9,154.23,13247,2053818.39,20260526,155.3733333333333,155.945,154.80166666666668,155.945,154.80166666666668,1.1433333333333169,0.7413170805506819,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,7286420.615,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
STCINDIA,EQ,THE STATE TRADING CORPN,117.3,121.0,117.0,117.69,80927,9646738.17,20260526,118.56333333333332,119.0,118.12666666666668,119.0,118.12666666666668,0.8733333333333348,0.7420624805279419,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,4384269.385,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SWANCORP,EQ,SWAN CORP LIMITED,321.5,326.5,318.0,318.7,471918,152099822.15,20260526,321.06666666666666,322.25,319.8833333333333,322.25,319.8833333333333,2.3666666666666742,0.7426001464282004,Moderate,Bearish,Below CPR,Cash Only,Chemicals,False,True,1.0,4,153642035.2,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PVRINOX,EQ,PVR INOX LIMITED,984.9,992.0,965.0,967.7,202611,197554531.2,20260526,974.9,978.5,971.3,978.5,971.3,7.2000000000000455,0.7440322413971319,Moderate,Bearish,Below CPR,Cash Only,Media Entertainment & Publication,False,True,1.0,4,203738111.35,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AVTNPL,EQ,AVT NATURAL PRODUCTS LTD,69.8,69.9,67.66,68.02,45846,3168028.55,20260526,68.52666666666666,68.78,68.27333333333331,68.78,68.27333333333331,0.506666666666689,0.7448789571694929,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,2998884.825,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DEVIT,EQ,DEV INFO TECHNOLOGY LTD,29.99,30.1,28.71,29.08,24400,717310.17,20260526,29.296666666666667,29.405,29.188333333333333,29.405,29.188333333333333,0.2166666666666685,0.7450710683172922,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,935741.7,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BTTL,EQ,BHILWARA TECHNICAL TEXT L,35.7,35.7,32.15,33.55,14431,496026.89,20260526,33.8,33.925,33.675,33.925,33.675,0.25,0.745156482861401,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,840647.02,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GLOBAL,EQ,GLOBAL EDUCATION LIMITED,101.68,102.5,100.0,100.13,38923,3927290.1,20260526,100.87666666666668,101.25,100.50333333333332,101.25,100.50333333333332,0.7466666666666697,0.7456972602283728,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,10398777.775,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EQUITASBNK,EQ,EQUITAS SMALL FIN BNK LTD,68.2,70.57,68.16,70.15,2944508,206003670.22,20260526,69.62666666666667,69.365,69.88833333333334,69.88833333333334,69.365,0.5233333333333405,0.7460204324067576,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,179281477.45499998,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
UEL,EQ,UJAAS ENERGY LIMITED,141.0,144.45,139.15,140.23,30549,4313341.0,20260526,141.27666666666667,141.8,140.75333333333333,141.8,140.75333333333333,1.046666666666681,0.7463928308255589,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,2500672.175,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ANANDRATHI,EQ,ANAND RATHI WEALTH LTD,3629.6,3679.8,3575.0,3587.2,232552,842041705.9,20260526,3614.0,3627.4,3600.6,3627.4,3600.6,26.800000000000185,0.7471008028545992,Moderate,Bearish,Below CPR,Cash Only,Financial Services,False,True,1.0,4,766581126.75,Outside,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUNTECK,EQ,SUNTECK REALTY LIMITED,303.7,309.3,299.75,301.15,210254,63910605.45,20260526,303.4,304.525,302.275,304.525,302.275,2.25,0.7471359787481322,Moderate,Bearish,Below CPR,Cash Only,Real Estate,False,True,0.75,4,92155042.975,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EXCELINDUS,EQ,EXCEL INDUSTRIES LTD,982.3,997.0,966.0,970.6,10949,10740404.15,20260526,977.8666666666668,981.5,974.2333333333332,981.5,974.2333333333332,7.2666666666666515,0.7486777938045179,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,25790081.55,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KAVDEFENCE,EQ,KAVVERI DFS & WIR TEC LTD,66.4,68.9,66.12,66.76,184755,12413564.31,20260526,67.26,67.51,67.01,67.51,67.01,0.5,0.7489514679448771,Moderate,Bearish,Below CPR,Cash Only,Aerospace & Defense,False,True,0.5,4,7858431.470000001,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PAKKA,EQ,PAKKA LIMITED,90.5,92.84,88.94,89.88,113428,10336305.32,20260526,90.55333333333331,90.89,90.21666666666664,90.89,90.21666666666664,0.6733333333333462,0.7491470108292683,Moderate,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,8313110.24,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TRAVELFOOD,EQ,TRAVEL FOOD SERVICES LTD,1185.0,1220.4,1155.0,1201.2,305160,365938537.4,20260526,1192.2,1187.7,1196.7,1196.7,1187.7,9.0,0.7492507492507492,Moderate,Bullish,Above CPR,Cash Only,Consumer Services,False,False,0.75,4,234465395.0,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ALPHAGEO,EQ,ALPHAGEO (INDIA) LIMITED,228.99,230.0,223.52,229.34,6063,1382800.23,20260526,227.62,226.76,228.48,228.48,226.76,1.7200000000000273,0.7499781983082006,Moderate,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,4,852041.1699999999,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHAILY,EQ,SHAILY ENG PLASTICS LTD,2751.0,2774.2,2665.1,2689.3,158206,430336572.6,20260526,2709.5333333333333,2719.65,2699.416666666667,2719.65,2699.416666666667,20.233333333332663,0.752364307936365,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,593173171.3499999,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
NATIONALUM,EQ,NATIONAL ALUMINIUM CO LTD,406.25,417.9,405.1,416.2,7524355,3098613332.35,20260526,413.06666666666666,411.5,414.6333333333333,414.6333333333333,411.5,3.1333333333333258,0.7528431843664887,Wide,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,1.0,4,2418702615.625,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
FRACTAL,EQ,FRACTAL ANALYTICS LIMITED,938.6,988.0,937.0,973.5,1096974,1056067252.9,20260526,966.1666666666666,962.5,969.8333333333331,969.8333333333331,962.5,7.3333333333332575,0.753295668549898,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,381799359.3,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
VIYASH,EQ,VIYASH SCIENTIFIC LIMITED,262.94,264.7,255.85,257.36,1282031,332552289.96,20260526,259.30333333333334,260.275,258.3316666666667,260.275,258.3316666666667,1.9433333333332712,0.7551030981245225,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,629755022.5699999,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
TMB,EQ,TAMILNAD MERCA BANK LTD,684.25,701.6,680.0,683.05,128566,88770463.85,20260526,688.2166666666666,690.8,685.6333333333332,690.8,685.6333333333332,5.166666666666743,0.7564111948856955,Wide,Bearish,Below CPR,Cash Only,Banking,False,True,1.0,4,84839227.9,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
